GameId,TournamentName,StartDate,EndDate,Location,Teamplay,TotalUSDPrize
245,ESEA Rank S EU 8-27/9-02 2017,2017-08-27,2017-09-02,Online,0,5200
245,ESEA Rank S NA 8-27/9-02 2017,2017-08-27,2017-09-02,Online,0,5200
245,ESEA Rank S AU 8-27/9-02 2017,2017-08-27,2017-09-02,Online,0,575
245,ESEA Rank S BR 8-27/9-02 2017,2017-08-27,2017-09-02,Online,0,575
245,ROG Masters 2017 - TW HK & MO (CS:GO),2017-09-02,2017-09-03,Taipei Taiwan,1,11613.66
245,DreamHack Masters Malm?2017,2017-08-30,2017-09-03,Malm?Sweden,1,250000
151,SC2ONLINE Community Open #52,2017-08-23,2017-08-23,Online,0,100
151,SC2ONLINE Community Open #53,2017-08-26,2017-08-26,Online,0,50
164,Riot EU LCS 2017 Summer,2017-06-01,2017-09-03,Berlin Germany / Paris France,1,239191
245,The Nationals,2017-03-18,2017-03-19,Graz Austria,1,590
164,Riot NA LCS 2017 Summer,2017-06-02,2017-09-03,Los Angeles CA USA / Boston MA USA,1,200000
164,LCL Summer 2017,2017-06-24,2017-09-03,Offline Russia,1,82251
204,Weil er Kann #8,2017-08-27,2017-08-27,Vienna Austria,0,9.52
204,Sakurai Underground 4.7,2016-05-01,2016-05-01,Vienna Austria,0,19.03
204,Sakurai Underground 4.6,2016-04-17,2016-04-17,Vienna Austria,0,20.23
204,Sakurai Underground 4.8,2016-05-15,2016-05-15,Vienna Austria,0,20.23
204,Sakurai Underground 4.9,2016-05-29,2016-05-29,Vienna Austria,0,24.99
204,Sakurai Underground 4.10,2016-06-12,2016-06-12,Vienna Austria,0,16.66
204,Sakurai Underground 4.11,2016-06-26,2016-06-26,Vienna Austria,0,21.42
204,Sakurai Underground 4.12,2016-07-24,2016-07-24,Vienna Austria,0,33.31
204,Sakurai Underground 5.1,2016-09-25,2016-09-25,Vienna Austria,0,76.16
151,SC2ONLINE Community Open #54,2017-08-30,2017-08-30,Online,0,100
151,SC2ONLINE Community Open #55,2017-09-02,2017-09-02,Online,0,50
204,Sakurai Underground 5.2,2016-10-23,2016-10-23,Vienna Austria,0,83.29
151,Go4SC2 EU #701,2017-08-13,2017-08-13,online,0,117.62
151,Go4SC2 EU #703,2017-08-20,2017-08-20,online,0,117.62
151,Go4SC2 EU #705,2017-08-27,2017-08-27,online,0,117.62
151,Go4SC2 EU #707,2017-09-03,2017-09-03,online,0,117.62
204,Sakurai Underground 5.3,2016-11-26,2016-11-26,Vienna Austria,0,52.36
499,125 FPS Sunday Cup #91,2017-09-03,2017-09-03,Online,0,52.16
204,Sakurai Underground 5.4,2017-02-05,2017-02-05,Vienna Austria,0,66.62
151,Taco Cup #2,2017-09-01,2017-09-02,online,0,1000
204,Sakurai Underground 5.5,2017-03-05,2017-03-05,Vienna Austria,0,40.46
204,Sakurai Underground 5.6,2017-04-02,2017-04-02,Vienna Austria,0,73.78
204,Sakurai Underground 5.7,2017-05-07,2017-05-07,Vienna Austria,0,38.07
204,Sakurai Underground 5.8,2017-06-04,2017-06-04,Vienna Austria,0,33.31
204,Sakurai Underground 6.1,2017-07-02,2017-07-02,Vienna Austria,0,40.46
204,Sakurai Underground 6.2,2017-08-13,2017-08-13,Vienna Austria,0,42.84
426,ESL Go4Overwatch #66 Europe,2017-09-03,2017-09-03,Online,1,177.9
204,Wien Summit 1 Melee Singles,2016-10-12,2016-10-12,Vienna Austria,0,47.67
204,Wien Summit 1 Melee Doubles,2016-10-12,2016-10-12,Vienna Austria,1,21.45
204,Wien Summit 1 Melee Iron Man,2016-10-12,2016-10-12,Vienna Austria,0,47.67
204,Heir 4 (Doubles),2017-08-17,2017-08-19,Nottingham England,1,4608.7
245,Go4CS:GO EU #267,2017-09-03,2017-09-03,Online,1,118.6
245,GIRLGAMER Esports Festival 2017,2017-09-02,2017-09-03,Macau,1,3318.2
245,Geek City CS:GO 2017,2017-09-01,2017-09-03,Curitiba Paran?Brazil,1,3980
245,ESEA EU CS:GO MDL Season 25 - Playoffs,2017-08-15,2017-09-04,Online,1,2500
328,Gold Series 2017 - Summer,2017-08-26,2017-09-06,Shanghai China,0,55635.51
328,Gold Series 2017 - Spring,2017-04-11,2017-04-19,Shanghai China,0,54990.34
151,Ballistix Brawl Weekly #9,2017-08-29,2017-08-29,Online,0,500
151,Ballistix Brawl Weekly #10,2017-09-05,2017-09-05,Online,0,500
204,Safe Haven 4 Singles,2017-01-28,2017-01-28,Vienna Austria,0,42.81
151,Corsair Cup 2017 - Season 8 Week 1,2017-08-06,2017-08-06,online,0,90
151,Corsair Cup 2017 - Season 8 Week 2,2017-08-14,2017-08-14,online,0,90
151,Corsair Cup 2017 - Season 8 Week 3,2017-08-21,2017-08-21,online,0,90
151,Corsair Cup 2017 - Season 8 Finals,2017-08-30,2017-08-30,online,0,360
151,Corsair Cup 2017 - Season 9 Week 1,2017-09-04,2017-09-04,online,0,90
151,EU Ladder Heroes April 2017,2017-06-11,2017-06-11,Online,0,399
151,EU Ladder Heroes April 2017 (Bonus Pool),2017-06-11,2017-06-11,Online,0,600
151,EU Ladder Heroes May 2017,2017-07-03,2017-07-03,Online,0,399
151,EU Ladder Heroes May 2017 (Bonus Pool),2017-07-03,2017-07-03,Online,0,600
151,EU Ladder Heroes June 2017,2017-08-12,2017-08-12,Online,0,399
151,EU Ladder Heroes June 2017 (Bonus Pool),2017-08-12,2017-08-12,Online,0,600
151,EU Ladder Heroes July 2017,2017-09-04,2017-09-04,Online,0,399
151,EU Ladder Heroes July 2017 (Bonus Pool),2017-09-04,2017-09-04,Online,0,600
151,NA Ladder Heroes April 2017,2017-06-11,2017-06-11,Online,0,399
151,NA Ladder Heroes April 2017 (Bonus Pool),2017-06-11,2017-06-11,Online,0,600
164,CBLoL Winter 2017,2017-06-03,2017-09-02,Brazil,1,64162.21
245,ESEA ZA CS:GO Open Season 25 - Playoffs,2017-08-09,2017-09-04,Online,1,2000
245,ESEA NA CS:GO Open Season 25 - Playoffs,2017-08-09,2017-09-04,Online,1,7500
151,NA Ladder Heroes May 2017,2017-07-03,2017-07-03,Online,0,399
151,NA Ladder Heroes June 2017,2017-08-06,2017-08-06,Online,0,399
151,NA Ladder Heroes June 2017 (Bonus Pool),2017-08-06,2017-08-06,Online,0,600
151,NA Ladder Heroes July 2017,2017-08-12,2017-08-12,Online,0,399
151,NA Ladder Heroes July 2017 (Bonus Pool),2017-08-12,2017-08-12,Online,0,600
151,NA Ladder Heroes August 2017 (Bonus Pool),2017-08-27,2017-08-27,Online,0,600
151,SC2Online OSC Masters Cup #100,2017-08-20,2017-09-04,Online,0,950
151,SC2Online OSC Masters Cup #99,2017-07-28,2017-07-28,Online,0,100
151,SC2Online OSC Masters Cup #98,2017-07-15,2017-07-15,Online,0,100
151,SC2Online OSC Masters Cup #97,2017-06-30,2017-06-30,Online,0,100
151,NA Ladder Heroes August 2017,2017-08-27,2017-08-27,Online,0,399
151,SC2Online OSC Masters Cup #96,2017-06-17,2017-06-17,Online,0,100
151,SC2Online OSC Masters Cup #95,2017-06-03,2017-06-03,Online,0,100
151,SC2Online OSC Masters Cup #94,2017-05-21,2017-05-21,Online,0,100
151,SC2Online OSC Masters Cup #93,2017-05-05,2017-05-05,Online,0,100
151,SC2Online OSC Masters Cup #92,2017-04-23,2017-04-23,Online,0,100
352,CFCL Pro League S2 Month 2,2017-08-05,2017-08-26,online,1,6750
352,Crossfire Europe Finals GamesCom 2017,2017-08-24,2017-08-24,Colonge Germany,1,23764.61
245,Stream.me Gauntlet - CIS vs EU #12,2017-08-15,2017-09-04,Online,1,1500
151,OlimoLeague Week #100,2017-09-05,2017-09-05,Online,0,200
426,FEC Games 1 (OW),2017-01-29,2017-01-30,Online,1,593
426,FEC Games 5 (OW),2017-05-12,2017-05-13,Online,1,617.97
426,FEC Games 2 (OW),2017-02-18,2017-02-19,Online,1,589.8
426,FEC Games 3 (OW),2017-03-25,2017-03-26,Online,1,611.32
426,FEC Games 4 (OW),2017-04-24,2017-04-24,Online,1,614.44
487,GwentMania #1,2017-09-04,2017-09-04,Online,0,118.8
164,FEC Games 1 (LoL),2017-08-29,2017-08-30,Online,1,336.48
245,Fantasy Expo Challenge Season 2 Finals (CS:GO),2015-11-23,2016-03-20,Poland,1,3680.63
204,Awakening 2 Melee Singles,2017-05-20,2017-05-21,Munich Germany,0,1333.38
204,Awakening 2 Melee Doubles,2017-05-20,2017-05-21,Munich Germany,1,476.2
331,Awakening 2 PM Singles,2017-05-20,2017-05-21,Munich Germany,0,345.25
204,The Den #1 Singles,2016-11-12,2016-11-13,Berlin Germany,0,470.3
204,The Den #1 Doubles,2016-11-12,2016-11-13,Berlin Germany,1,428.59
204,O'gsmashed #1 Doubles,2017-09-02,2017-09-02,Munich Germany,1,128.58
204,O'gsmashed #1 Singles,2017-09-02,2017-09-02,Munich Germany,0,452.39
158,Hols Cup Week 8,2017-09-05,2017-09-05,online,0,887.69
204,Safe Haven 5 Singles,2017-07-22,2017-07-22,Vienna Austria,0,21.43
204,Safe Haven 5 Doubles,2017-07-22,2017-07-22,Vienna Austria,1,14.28
245,mmbets.net Stars Challenge South America,2017-08-21,2017-09-08,Online,1,2000
158,ZODIAC Legends Cup,2014-08-15,2014-09-15,Online,0,600
158,Jingdong WarCraft III Cup,2014-01-05,2014-01-05,China,0,8755
158,ZODIAC Christmas Cup,2014-12-13,2014-12-17,Online,0,400
158,HF All-Stars Season 4,2014-10-10,2014-11-02,Online,0,1107.04
158,ZODIAC March Masters,2015-05-22,2015-05-22,Online,0,400
158,ESCC,2014-09-12,2014-09-14,China,0,5000
158,World Cyber Games 2003 Russia,2003-09-06,2003-09-07,Moscow,0,4080
158,Arbalet Cup CIS 2004,2004-02-05,2004-02-08,Moscow,0,1600
245,ROG Masters 2017 - Singapore (CS:GO),2017-09-02,2017-09-09,Online/Offline: Singapore,1,7453
158,World Cyber Games 2004 Russia,2004-07-11,2004-07-11,Moscow,0,8700
158,Optihack 2005,2005-01-05,2005-01-08,Gothenburg,0,4824.02
158,Electronic Sports World Cup 2010 Russia,2010-05-30,2010-05-30,Moscow,0,1200
158,World Cyber Games 2011 Russia,2011-09-03,2011-09-04,Moscow,0,1800
158,Deadman Cup 1,2014-05-10,2014-05-10,Online,0,659.43
158,Deadman Cup 2,2015-05-16,2015-05-16,Online,0,419.89
158,GoodGame ProChallenge,2014-12-07,2014-12-07,Online,0,577.75
437,Pokken Weekly Return 55,2017-08-13,2017-08-13,Online,0,45
245,King of Nordic - Season 8: Week #4,2017-09-08,2017-09-08,Online,1,601.75
409,RLCS Season 3 - NA League Play,2017-03-18,2017-04-22,Online,1,28000
409,RLCS Season 3 - EU League Play,2017-03-19,2017-04-23,Online,1,28000
245,LCG Copa Invierno 2017,2017-09-09,2017-09-09,Santiago Chile,1,806.5
245,ESEA Rank S EU 9-03/9-09 2017,2017-09-03,2017-09-09,Online,0,5200
245,ESEA Rank S NA 9-03/9-09 2017,2017-09-03,2017-09-09,Online,0,5200
245,ESEA Rank S AU 9-03/9-09 2017,2017-09-03,2017-09-09,Online,0,575
245,ESEA Rank S BR 9-03/9-09 2017,2017-09-03,2017-09-09,Online,0,575
158,smauILP Videogame Cup 2004,2004-10-21,2004-10-25,Milan,0,10233.6
158,Electronic Games Gauntlet 2004,2004-11-19,2004-11-21,Lillestrom,0,6282.15
158,Permian Period 2006,2004-11-19,2004-11-21,Russia,0,4440
158,China eSports Games 2006,2006-07-07,2006-07-09,China,0,4369.99
158,China eSports Games Guangzhou Tour,2006-09-01,2006-09-03,China,0,4369.99
158,China eSports Games Xi'an Tour,2007-01-05,2007-01-07,China,0,4340
158,BlizzCon 2008 Europe Regional Finals,2008-09-06,2008-09-07,Spain,0,8000
158,BlizzCon 2007 European Regional Finals,2007-06-22,2007-06-23,Online,0,2250
245,DreamHack Montreal 2017 (CS:GO),2017-09-08,2017-09-10,Montreal Canada,1,100000
245,ESG Tour Mykonos 2017,2017-09-07,2017-09-10,Mykonos Greece,1,240744
426,ZOTAC Cup Overwatch South America Finals,2017-09-10,2017-09-10,Online,1,630
151,DreamHack Montreal 2017 (SC2),2017-09-08,2017-09-10,Montreal Canada,0,100000
158,ECG 2003,2003-09-28,2003-09-28,France,0,2297.41
158,WCG Russia Finals 2007 (WarCraft III),2007-08-11,2007-08-12,Moscow,0,7000
245,CBE 2017 - Male Finals,2017-09-08,2017-09-10,S?derborg Denmark,1,14547.42
245,WESG 2017 - Chinese Male Finals (CS:GO),2017-09-09,2017-09-10,Suzhou China,1,26985
245,WESG 2017 - Chinese Female Finals (CS:GO),2017-09-09,2017-09-10,Suzhou China,1,9252
231,WESG 2017 - Chinese Male Finals (Dota 2),2017-09-07,2017-09-10,Suzhou China,1,26985
443,Shine 2017 Brawlhalla (Doubles),2017-08-25,2017-08-27,Boston. MA,1,2980
443,Shine 2017 Brawlhalla (Singles),2017-08-25,2017-08-27,Boston MA,0,3150
434,SFV CNE OPEN,2017-08-25,2017-08-26,Toronto CA,0,5000
439,Brasileir? Rainbow Six 2017 - Season 1,2017-07-02,2017-09-03,Online,1,15904.19
426,DreamHack Montreal 2017 (OW - BYOC),2017-09-09,2017-09-10,Montreal Canada,1,12500
473,C-Ops Championship series,2017-08-20,2017-08-20,online,1,10000
443,Brawl League Masters,2017-08-12,2017-08-20,online,0,3000
204,DreamHack Montreal 2017 (SSBM),2017-09-09,2017-09-10,Montreal Quebec Canada,0,10000
374,DreamHack Montreal 2017 (SSB4),2017-09-09,2017-09-10,Montreal Quebec Canada,0,10000
434,DreamHack Montreal 2017 (SFV),2017-09-09,2017-09-10,Montreal Quebec Canada,0,10000
328,DreamHack Montreal 2017 (HS),2017-09-08,2017-09-10,Montreal Canada,0,25000
165,WoW North American Championship Finals 2017,2017-09-07,2017-09-10,Ohio United States,1,100000
231,ROG Masters 2017 - Americas Main Qualifier (DotA2),2017-08-29,2017-09-02,Online,1,5000
231,ROG Masters 2017 - EMEA Main Qualifier (DotA2),2017-09-05,2017-09-12,Online,1,5000
231,ROG Masters 2017 - Thailand (DotA2),2017-07-15,2017-08-27,Online,1,3457.34
231,ROG Masters 2017 - Philippines (DotA2),2017-07-22,2017-08-20,Quezon City Philippines,1,2429.86
231,ROG Masters 2017 - Vietnam (DotA2),2017-07-15,2017-08-06,Online,1,3784.53
231,ROG Masters 2017 - Singapore (DotA2),2017-08-18,2017-09-09,Singapore,1,7453
245,99Damage Liga Season #6 - Divison 1 Playoffs,2017-09-06,2017-09-08,Online,1,12035
499,125 FPS Sunday Cup #92,2017-09-10,2017-09-10,Online,0,52.25
509,InkStorm+,2017-08-19,2017-08-20,Online,1,300
245,CBE 2017 - Female Finals,2017-09-08,2017-09-08,S?derborg Denmark,1,4050
245,Zowie GOEXANIMO#5,2017-09-10,2017-09-10,Riga Latvia,1,1143.33
245,OMEN by HP ComicCon Bulgaria 2017,2017-09-09,2017-09-10,Sofia Bulgaria,1,2980
245,Go4CS:GO EU #268,2017-09-10,2017-09-10,Online,1,120.35
487,GwentMania #2,2017-09-11,2017-09-11,Online,0,119.74
151,Go4SC2 EU #709,2017-09-10,2017-09-10,online,0,119.73
231,ROG Masters 2017 - Benelux Qualifier (DotA2),2017-07-25,2017-08-05,Haarlem The Netherlands,1,5875
151,Go4SC2 August 2017 Monthly Finals,2017-09-12,2017-09-12,online,0,239.63
331,OMD #4 Project M Singles,2017-08-30,2014-08-31,Hamburg Germany,0,85.93
331,OMD #4 Project M Doubles,2017-08-30,2014-08-31,Hamburg Germany,1,50.13
204,OMD #4 Melee Singles,2017-08-30,2014-08-31,Hamburg Germany,0,152.77
204,OMD #4 Melee Teams,2017-08-30,2014-08-31,Hamburg Germany,1,107.41
151,OlimoLeague Week #101,2017-09-12,2017-09-12,Online,0,200
331,OMD #5 Project M Teams,2015-04-11,2015-04-12,Hamburg Germany,1,100.25
331,OMD #5 Project M Singles,2015-04-11,2015-04-12,Hamburg Germany,0,148
204,OMD #5 Melee Teams,2015-04-11,2015-04-12,Hamburg Germany,1,148
204,OMD #5 Melee Singles,2015-04-11,2015-04-12,Hamburg Germany,0,152.77
204,OMD #6 Melee Singles,2015-11-06,2015-11-08,Hamburg Germany,0,185
204,OMD #6 Melee Doubles,2015-11-06,2015-11-08,Hamburg Germany,1,207.67
331,OMD #6 Project M Singles,2015-11-06,2015-11-08,Hamburg Germany,0,128.89
331,OMD #6 Project M Teams,2015-11-06,2015-11-08,Hamburg Germany,1,85.93
245,Vreecase Cup #1,2017-09-06,2017-09-11,Online,1,2000
487,GwentMania China Special #1,2017-09-13,2017-09-13,Online,0,119.12
151,SC2ONLINE Community Open #57,2017-09-13,2017-09-13,Online,0,100
151,SC2ONLINE Community Open #56,2017-09-06,2017-09-06,Online,0,100
151,WESG 2017 - Chinese Male Finals (SC2),2017-09-07,2017-09-10,Suzhou China,0,8095.5
179,Return of the Kings,2017-02-18,2017-02-19,Online,1,5050
374,DreamHack Atlanta 2017 (SSB Wii U),2017-07-21,2017-07-23,Atlanta Georgia,0,10000
426,ESL Go4Overwatch Europe August 2017 Finals,2017-09-11,2017-09-11,Online,1,1076.75
426,ESL Go4Overwatch Europe July 2017 Finals,2017-08-14,2017-08-14,Online,1,1060.77
426,ESL Go4Overwatch #67 Europe,2017-09-10,2017-09-10,Online,1,180.55
231,BITS #1,2017-06-12,2017-07-23,Online,1,5000
374,2GGC: SCR Saga (Singles),2017-08-19,2017-08-20,Santa Ana California,0,6010
374,2GGC: SCR Saga (Doubles),2017-08-19,2017-08-19,Santa Ana California,1,1340
374,2GGC: Nairo Saga (Doubles),2017-06-10,2017-06-10,Santa Ana California,1,6720
374,2GGC: Nairo Saga (Singles),2017-06-10,2017-06-11,Santa Ana California,0,19850
374,2GGC: West Side Saga (Singles),2017-09-09,2017-09-09,Santa Ana California,0,5000
374,2GGC: West Side Saga (Doubles),2017-09-09,2017-09-09,Santa Ana California,1,1320
374,2GGC: ARMS Saga (Doubles),2017-07-08,2017-07-08,Santa Ana California,1,800
374,2GGC: ARMS Saga (Singles),2017-07-08,2017-07-09,Santa Ana California,0,3500
503,2018 Fort Wayne Regional Championships (Masters Division),2017-09-02,2017-09-03,Fort Wayne United States,0,5000
151,GSL Season 3 2017 (Code S),2017-07-05,2017-09-16,Seoul South Korea,0,149940
179,Gladiators of the Arena,2017-03-27,2017-06-04,Online,1,1227
179,The Legacy Cup,2017-12-05,2017-02-19,Online,1,1000
179,Masters of Arabia 2v2,2017-02-21,2017-03-11,Online,1,800
151,Corsair Cup 2017 - Season 9 Week 2,2017-09-14,2017-09-14,online,0,90
179,Battle for Angkor,2016-12-17,2016-12-18,Online,0,3000
447,Go4Paladins Europe Cup #23,2017-09-14,2017-09-14,Online,1,267.75
179,EGM 2,2017-02-10,2017-02-12,Online,0,3000
179,Elimination Draft,2017-03-17,2017-03-19,Online,0,1000
179,Enter the Sahara: Silver Division,2016-06-06,2016-07-03,Online,0,30
179,Europe 3v3,2017-02-20,2017-04-09,Online,1,1300
179,Into the Darkness,2016-02-28,2016-04-03,Online,1,100
179,Allstars,2017-05-08,2017-06-01,Online,0,2996
245,ESEA Rank S EU 9-10/9-16 2017,2017-09-10,2017-09-16,Online,0,5200
245,ESEA Rank S NA 9-10/9-16 2017,2017-09-10,2017-09-16,Online,0,5200
245,ESEA Rank S BR 9-10/9-16 2017,2017-09-10,2017-09-16,Online,0,575
245,ESEA Rank S AU 9-10/9-16 2017,2017-09-10,2017-09-16,Online,0,575
245,Mother Russia 1xBet,2017-07-26,2017-09-14,Online,1,10000
245,ESL Mistrzostwa Polski - Summer 2017 (CS:GO),2017-09-15,2017-09-17,L?z Poland,1,16694.95
245,NVIDIA GEXT - Thailand 2017 Finals,2017-09-16,2017-09-16,Bangkok Thailand,1,2869.19
245,King of Nordic - Season 8: Week #5,2017-09-15,2017-09-15,Online,1,597.25
245,Go4CS:GO August 2017 Monthly Finals,2017-09-14,2017-09-14,Online,1,595.8
245,eXTREMESLAND 2017 CS:GO - Taiwan Qualifier,2017-09-16,2017-09-16,Taipei Taiwan,1,1993.86
245,eXTREMESLAND 2017 CS:GO - Vietnam Qualifier,2017-09-10,2017-09-10,Hanoi Vietnam,1,440.26
245,eXTREMESLAND 2017 CS:GO - Japan Qualifier,2017-09-16,2017-09-17,Tokyo Japan,1,18953.62
245,ESL One New York 2017,2017-09-15,2017-09-17,New York USA,1,250000
346,PBIWC 2017: Brazilian Qualifier,2017-09-16,2017-09-16,S? Paulo Brazil,1,5785.2
245,ROG Masters 2017 - Malaysia (CS:GO),2017-09-16,2017-09-17,Selangor Malaysia,1,4770.08
245,ROG Masters 2017 - Indonesia (CS:GO),2017-09-16,2017-09-17,Jakarta Indonesia,1,6419.69
179,Enter the Sahara: Gold Division,2016-06-06,2016-07-03,Online,0,230
179,Daut vs Viper - BO21,2017-09-12,2017-09-16,Online,0,2000
510,AOE Vi?t Trung 2017 - N?i dung Solo Assyrian,2017-07-05,2017-08-05,Vietnam,0,1540
510,AOE Vi?t Trung 2017 - N?i dung Solo Random,2017-07-05,2017-08-05,Vietnam,0,1540
510,AOE Vi?t Trung 2017 - N?i dung Solo Shang thu?n,2017-07-05,2017-08-06,Vietnam,0,1540.21
510,AOE Vi?t Trung 2017 - 2vs2 Shang,2017-07-05,2017-08-05,Vietnam,1,2420
510,AOE Vi?t Trung 2017 - 2vs2 Shang t? do,2017-07-05,2017-08-05,Vietnam,1,2420
510,AOE Vi?t Trung 2017 - 3vs3 Deathmatch,2017-07-05,2017-08-05,Vietnam,1,2860
510,AOE Vi?t Trung 2017 - 4vs4 Random,2017-07-05,2017-08-05,Vietnam,1,3520
434,Brooklyn Beatdown Round 2,2017-09-15,2017-09-17,New York USA,0,50000
510,1v1 Conti Tournament,2003-05-01,2003-05-31,Online,0,625
494,Injustice 2 Pro Series Grand Finals,2017-09-17,2017-09-17,Los Angeles CA USA,0,200000
499,125 FPS Sunday Cup #93,2017-09-17,2017-09-17,Online,0,52.02
245,Go4CS:GO EU #269,2017-09-17,2017-09-17,Online,1,119.45
374,Smash4QC Weekly #87,2017-06-27,2017-06-27,Quebec City Quebec Canada,0,97.89
502,Hand of the Gods PAX West Open 2017,2017-09-01,2017-09-04,Seattle United States,0,5000
245,CS:GO GameOn 2017,2017-09-16,2017-09-17,Vilnius Lithuania,1,4180.75
245,eXTREMESLAND 2017 CS:GO - Middle East Qualifier,2017-09-15,2017-09-16,Dubai UAE,1,2723
510,Rise of Rome Rumble,1998-11-14,1998-12-11,Seattle - Wizards of the Coast,0,2000
346,PBIC 2017: Brazilian Qualifier,2017-09-17,2017-09-17,S? Paulo Brazil,1,5784.8
245,WorldGaming Canadian Championship Series (Regional final),2017-09-17,2017-09-17,Toronto  ca,1,2050.59
510,AOE GameTV Lenovo 2011 - Solo Random,2011-10-12,2011-12-12,Vietnam Hall of Culture University - 418 De La Thanh Street Hanoi,0,570.53
510,AOE GameTV Lenovo 2011 - 2vs2 Random,2011-10-12,2011-12-12,Vietnam Hall of Culture University - 418 De La Thanh Street Hanoi,1,570.53
510,AOE GameTV Lenovo 2011 - 4vs4 Random,2011-10-12,2011-12-12,Vietnam Hall of Culture University - 418 De La Thanh Street Hanoi,1,1664.04
510,AOE GameTV Lenovo 2011 - Solo Shang h?n m?2011-10-12,2011-12-12,Vietnam Hall of Culture University - 418 De La Thanh Street Hanoi,0,570.53,
510,AOE Online Vi?t Trung (2017),2017-03-01,2017-05-04,Online,0,7260
510,AOE Pro Masters 2017 - Solo Assyrians,2017-04-01,2017-04-02,Vietnam,0,528
510,AOE Pro Masters 2017 - Solo Shang,2017-04-01,2017-04-02,Vietnam,0,484
510,AOE Pro Masters 2017 - Solo Random,2017-04-01,2017-04-02,Vietnam,0,484
510,AOE Pro Masters 2017 - Solo Islands,2017-04-01,2017-04-02,Vietnam,0,484
151,Ballistix Brawl Finals #1,2017-09-12,2017-09-19,Online,0,5000
245,ESL India Premiership 2017 Fall - Master 3 (CS:GO),2017-08-28,2017-09-10,Online,1,813.03
245,German Clash Liga Season #2 - Division 1,2017-06-20,2017-09-10,Online,1,7221
510,AOE Vi?t Trung 2015 - Solo Shang,2015-09-01,2015-12-15,Vietnam - Epic Gaming Centre,0,1350
510,AOE Vi?t Trung 2015 - Solo Assyrian,2015-09-01,2015-12-15,Vietnam - Epic Gaming Centre,0,1350
510,AOE Vi?t Trung 2015 - Solo Random,2015-09-01,2015-12-15,Vietnam - Epic Gaming Centre,0,1350
510,AOE Vi?t Trung 2015 - 2vs2 Shang T? do,2015-09-01,2015-12-15,Vietnam - Epic Gaming Centre,1,1800
510,AOE Vi?t Trung 2015 - 4vs4 Random,2015-09-01,2015-12-15,Vietnam - Epic Gaming Centre,1,3150
502,SMITE Prime Hand of the Gods 2017-09-15,2017-09-15,2017-09-15,Online,0,500
502,Hand of the Gods Fall Circuit Weekly Cup #1,2017-09-16,2017-09-16,Online,0,1000
502,Hand of the Gods Fall Circuit Tuesdays Weekly Cup #1,2017-09-19,2017-09-19,Online,0,500
204,Sakurai Underground 6.3 Melee Singles,2017-09-10,2017-09-10,Vienna Austria,0,57.67
331,Sakurai Underground 6.3 Project M Singles,2017-09-10,2017-09-10,Vienna Austria,0,16.82
151,OlimoLeague Week #102,2017-09-19,2017-09-19,Online,0,200
510,FSO: YoungLeaderShip,2006-08-27,2006-08-27,Vietnam - Hanoi,1,42.25
151,Corsair Cup 2017 - Season 9 Week 3,2017-09-18,2017-09-18,online,0,90
151,Battlezone Brazil,2017-09-16,2017-09-17,online,0,200
151,Go4SC2 EU #711,2017-09-17,2017-09-17,online,0,119.73
510,Championship FreeGames 2006 - LAN II,2006-09-10,2006-09-10,No. 89 To Hieu - Cau Giay - Ha Noi - Vietnam,1,247
426,ESL Go4Overwatch #68 Europe,2017-09-17,2017-09-17,Online,1,179.17
502,ESL Go4HotG #1 Fall Circuit Cup 2017,2017-09-17,2017-09-17,Online,0,800
510,AOE Pro Masters 2015 - N?i dung Solo Assyrian,2015-02-24,2015-02-24,Vietnam - Colosseum Gaming Center,0,945
510,AOE Pro Masters 2015 - N?i dung Solo Random,2015-02-24,2015-02-24,Vietnam - Colosseum Gaming Center,0,945
510,AOE Pro Masters Championship 2015 - 2vs2 Shang,2015-02-24,2015-02-24,Vietnam - Colosseum Gaming Center,1,1125
510,Northern 3 (2010),2010-01-31,2010-01-31,Vietnam - INDOORGAME,1,308
510,Northern 4 (2011),2011-01-08,2011-01-08,Vietnam - Indoor Game 2 (Lane 95 Chua Boc),1,352
510,Northern 6 (2013),2013-03-23,2013-03-24,YUGI GAME CLUB - No. 22 Lane 15 - Tran Phu - Mo Lao - Ha Dong - Vietnam,1,924
510,Northern 7 (2014),2014-05-31,2014-06-01,Vietnam - Capital Game Online 161 Xa Dan,1,880
510,Northern 8 (2015),2015-05-21,2015-05-22,Vietnam - Yugi Game Center,1,924
510,Northern 9 (2017),2016-12-30,2017-01-08,VIKINGS FPS Stadium 193-195 Kham Thien Dong Da Hanoi Viet Nam,1,1408
179,MFO - The Clash of the Titans,2000-08-03,2000-08-27,Online,0,500
179,2vs2 Islands Tournament,2001-01-01,2001-01-01,Online,1,200
179,FOPT - Birthday Event,2001-05-01,2001-05-31,Online,0,500
179,FOPT - ReFF's Rumble Cup,2001-01-01,2001-01-01,Online,0,1000
179,Arbalet Cup II,2002-06-01,2002-07-31,Online,0,10000
179,MFO AOC Tourney,2002-11-09,2002-12-09,Online,0,3950
179,Arbalet Cup III,2003-08-01,2003-08-31,Online,0,7000
179,MFO - The Conquering Hero,2003-12-01,2003-12-31,Online,0,2000
179,MVP,2004-01-01,2004-01-31,Online,0,1000
179,CERPIO Gladiators Cup II,2004-05-01,2004-05-31,Online,0,300
